AR	ind	sample_id	region	sex	median_cov	normalized_cov
26_0	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	275	7.05128205128205
27_0	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	130	3.33333333333333
29_0	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	61	1.56410256410256
29_1	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	67	1.71794871794872
29_2	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	68	1.74358974358974
30_0	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	64	1.64102564102564
30_1	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	78	2
31_0	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	60	1.53846153846154
31_1	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	75	1.92307692307692
32_0	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	72	1.84615384615385
32_1	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	71	1.82051282051282
33_0	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	83	2.12820512820513
34_0	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	77	1.97435897435897
DMD	ERR1347679	S_Ulchi-1	CentralAsiaSiberia	XX	42	1.07692307692308
4_0	ERR1347678	S_Mende-2	Africa	XX	31	0.939393939393939
5_0	ERR1347678	S_Mende-2	Africa	XX	25	0.757575757575758
6_0	ERR1347678	S_Mende-2	Africa	XX	566	17.1515151515152
8_0	ERR1347678	S_Mende-2	Africa	XX	65	1.96969696969697
9_0	ERR1347678	S_Mende-2	Africa	XX	54	1.63636363636364
10_0	ERR1347678	S_Mende-2	Africa	XX	58	1.75757575757576
10_1	ERR1347678	S_Mende-2	Africa	XX	63	1.90909090909091
11_0	ERR1347678	S_Mende-2	Africa	XX	67	2.03030303030303
12_0	ERR1347678	S_Mende-2	Africa	XX	71	2.15151515151515
13_0	ERR1347678	S_Mende-2	Africa	XX	66	2
14_0	ERR1347678	S_Mende-2	Africa	XX	67	2.03030303030303
14_1	ERR1347678	S_Mende-2	Africa	XX	59	1.78787878787879
16_0	ERR1347678	S_Mende-2	Africa	XX	60	1.81818181818182
17_0	ERR1347678	S_Mende-2	Africa	XX	28	0.848484848484849
17_1	ERR1347678	S_Mende-2	Africa	XX	68	2.06060606060606
18_0	ERR1347678	S_Mende-2	Africa	XX	67	2.03030303030303
18_1	ERR1347678	S_Mende-2	Africa	XX	35	1.06060606060606
21_0	ERR1347678	S_Mende-2	Africa	XX	1418	42.969696969697
23_0	ERR1347678	S_Mende-2	Africa	XX	70	2.12121212121212
24_0	ERR1347678	S_Mende-2	Africa	XX	234	7.09090909090909
25_0	ERR1347678	S_Mende-2	Africa	XX	36	1.09090909090909
26_0	ERR1347678	S_Mende-2	Africa	XX	237	7.18181818181818
27_0	ERR1347678	S_Mende-2	Africa	XX	235	7.12121212121212
29_0	ERR1347678	S_Mende-2	Africa	XX	47	1.42424242424242
29_1	ERR1347678	S_Mende-2	Africa	XX	55	1.66666666666667
29_2	ERR1347678	S_Mende-2	Africa	XX	55	1.66666666666667
30_0	ERR1347678	S_Mende-2	Africa	XX	53	1.60606060606061
30_1	ERR1347678	S_Mende-2	Africa	XX	65	1.96969696969697
31_0	ERR1347678	S_Mende-2	Africa	XX	53	1.60606060606061
31_1	ERR1347678	S_Mende-2	Africa	XX	63	1.90909090909091
32_0	ERR1347678	S_Mende-2	Africa	XX	61	1.84848484848485
32_1	ERR1347678	S_Mende-2	Africa	XX	56	1.6969696969697
33_0	ERR1347678	S_Mende-2	Africa	XX	72	2.18181818181818
34_0	ERR1347678	S_Mende-2	Africa	XX	68	2.06060606060606
DMD	ERR1347678	S_Mende-2	Africa	XX	35	1.06060606060606
4_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	29	0.935483870967742
5_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	19	0.612903225806452
6_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	463.5	14.9516129032258
8_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	61	1.96774193548387
9_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	49	1.58064516129032
10_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	55	1.7741935483871
10_1	ERR1019069	S_Sardinian-2	WestEurasia	XX	57	1.83870967741935
11_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	60	1.93548387096774
12_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	66	2.12903225806452
13_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	61	1.96774193548387
14_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	63	2.03225806451613
14_1	ERR1019069	S_Sardinian-2	WestEurasia	XX	53	1.70967741935484
16_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	52	1.67741935483871
17_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	24	0.774193548387097
17_1	ERR1019069	S_Sardinian-2	WestEurasia	XX	65	2.09677419354839
18_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	57	1.83870967741935
18_1	ERR1019069	S_Sardinian-2	WestEurasia	XX	33	1.06451612903226
21_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	1066	34.3870967741936
23_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	63	2.03225806451613
24_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	199	6.41935483870968
25_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	35	1.12903225806452
26_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	156	5.03225806451613
27_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	140	4.51612903225806
29_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	46	1.48387096774194
29_1	ERR1019069	S_Sardinian-2	WestEurasia	XX	51	1.64516129032258
29_2	ERR1019069	S_Sardinian-2	WestEurasia	XX	53	1.70967741935484
30_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	48	1.54838709677419
30_1	ERR1019069	S_Sardinian-2	WestEurasia	XX	65	2.09677419354839
31_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	48	1.54838709677419
31_1	ERR1019069	S_Sardinian-2	WestEurasia	XX	59	1.90322580645161
32_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	82	2.64516129032258
32_1	ERR1019069	S_Sardinian-2	WestEurasia	XX	49	1.58064516129032
33_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	71	2.29032258064516
34_0	ERR1019069	S_Sardinian-2	WestEurasia	XX	63	2.03225806451613
DMD	ERR1019069	S_Sardinian-2	WestEurasia	XX	33	1.06451612903226
4_0	ERR1025655	S_Uygur-1	EastAsia	XX	29	0.966666666666667
5_0	ERR1025655	S_Uygur-1	EastAsia	XX	18	0.6
6_0	ERR1025655	S_Uygur-1	EastAsia	XX	596	19.8666666666667
8_0	ERR1025655	S_Uygur-1	EastAsia	XX	58	1.93333333333333
9_0	ERR1025655	S_Uygur-1	EastAsia	XX	45	1.5
10_0	ERR1025655	S_Uygur-1	EastAsia	XX	53	1.76666666666667
10_1	ERR1025655	S_Uygur-1	EastAsia	XX	57	1.9
11_0	ERR1025655	S_Uygur-1	EastAsia	XX	60	2
12_0	ERR1025655	S_Uygur-1	EastAsia	XX	63	2.1
13_0	ERR1025655	S_Uygur-1	EastAsia	XX	59	1.96666666666667
14_0	ERR1025655	S_Uygur-1	EastAsia	XX	61	2.03333333333333
14_1	ERR1025655	S_Uygur-1	EastAsia	XX	50	1.66666666666667
16_0	ERR1025655	S_Uygur-1	EastAsia	XX	50	1.66666666666667
17_0	ERR1025655	S_Uygur-1	EastAsia	XX	25	0.833333333333333
17_1	ERR1025655	S_Uygur-1	EastAsia	XX	62	2.06666666666667
18_0	ERR1025655	S_Uygur-1	EastAsia	XX	58	1.93333333333333
18_1	ERR1025655	S_Uygur-1	EastAsia	XX	28	0.933333333333333
21_0	ERR1025655	S_Uygur-1	EastAsia	XX	1054	35.1333333333333
23_0	ERR1025655	S_Uygur-1	EastAsia	XX	63	2.1
24_0	ERR1025655	S_Uygur-1	EastAsia	XX	171	5.7
25_0	ERR1025655	S_Uygur-1	EastAsia	XX	34	1.13333333333333
26_0	ERR1025655	S_Uygur-1	EastAsia	XX	125	4.16666666666667
27_0	ERR1025655	S_Uygur-1	EastAsia	XX	98	3.26666666666667
29_0	ERR1025655	S_Uygur-1	EastAsia	XX	41	1.36666666666667
29_1	ERR1025655	S_Uygur-1	EastAsia	XX	51	1.7
29_2	ERR1025655	S_Uygur-1	EastAsia	XX	50	1.66666666666667
30_0	ERR1025655	S_Uygur-1	EastAsia	XX	49	1.63333333333333
30_1	ERR1025655	S_Uygur-1	EastAsia	XX	65	2.16666666666667
31_0	ERR1025655	S_Uygur-1	EastAsia	XX	45	1.5
31_1	ERR1025655	S_Uygur-1	EastAsia	XX	59	1.96666666666667
32_0	ERR1025655	S_Uygur-1	EastAsia	XX	66	2.2
32_1	ERR1025655	S_Uygur-1	EastAsia	XX	48	1.6
33_0	ERR1025655	S_Uygur-1	EastAsia	XX	64	2.13333333333333
34_0	ERR1025655	S_Uygur-1	EastAsia	XX	65	2.16666666666667
DMD	ERR1025655	S_Uygur-1	EastAsia	XX	32	1.06666666666667
4_0	ERR1025657	S_Yoruba-1	Africa	XX	28	0.903225806451613
5_0	ERR1025657	S_Yoruba-1	Africa	XX	18	0.580645161290323
6_0	ERR1025657	S_Yoruba-1	Africa	XX	635	20.4838709677419
8_0	ERR1025657	S_Yoruba-1	Africa	XX	61	1.96774193548387
9_0	ERR1025657	S_Yoruba-1	Africa	XX	49	1.58064516129032
10_0	ERR1025657	S_Yoruba-1	Africa	XX	56	1.80645161290323
10_1	ERR1025657	S_Yoruba-1	Africa	XX	61	1.96774193548387
11_0	ERR1025657	S_Yoruba-1	Africa	XX	62	2
12_0	ERR1025657	S_Yoruba-1	Africa	XX	67	2.16129032258065
13_0	ERR1025657	S_Yoruba-1	Africa	XX	64	2.06451612903226
14_0	ERR1025657	S_Yoruba-1	Africa	XX	64	2.06451612903226
14_1	ERR1025657	S_Yoruba-1	Africa	XX	52	1.67741935483871
16_0	ERR1025657	S_Yoruba-1	Africa	XX	57	1.83870967741935
17_0	ERR1025657	S_Yoruba-1	Africa	XX	26.5	0.854838709677419
17_1	ERR1025657	S_Yoruba-1	Africa	XX	64	2.06451612903226
18_0	ERR1025657	S_Yoruba-1	Africa	XX	59	1.90322580645161
18_1	ERR1025657	S_Yoruba-1	Africa	XX	29	0.935483870967742
21_0	ERR1025657	S_Yoruba-1	Africa	XX	1229.5	39.6612903225806
23_0	ERR1025657	S_Yoruba-1	Africa	XX	69	2.2258064516129
24_0	ERR1025657	S_Yoruba-1	Africa	XX	137	4.41935483870968
25_0	ERR1025657	S_Yoruba-1	Africa	XX	35	1.12903225806452
26_0	ERR1025657	S_Yoruba-1	Africa	XX	272	8.7741935483871
27_0	ERR1025657	S_Yoruba-1	Africa	XX	190	6.12903225806452
29_0	ERR1025657	S_Yoruba-1	Africa	XX	47	1.51612903225806
29_1	ERR1025657	S_Yoruba-1	Africa	XX	54	1.74193548387097
29_2	ERR1025657	S_Yoruba-1	Africa	XX	52	1.67741935483871
30_0	ERR1025657	S_Yoruba-1	Africa	XX	48	1.54838709677419
30_1	ERR1025657	S_Yoruba-1	Africa	XX	62	2
31_0	ERR1025657	S_Yoruba-1	Africa	XX	49	1.58064516129032
31_1	ERR1025657	S_Yoruba-1	Africa	XX	59	1.90322580645161
32_0	ERR1025657	S_Yoruba-1	Africa	XX	71	2.29032258064516
32_1	ERR1025657	S_Yoruba-1	Africa	XX	53	1.70967741935484
33_0	ERR1025657	S_Yoruba-1	Africa	XX	68	2.19354838709677
34_0	ERR1025657	S_Yoruba-1	Africa	XX	65	2.09677419354839
DMD	ERR1025657	S_Yoruba-1	Africa	XX	32	1.03225806451613
4_0	ERR1025651	S_Spanish-2	WestEurasia	XX	36	0.947368421052632
5_0	ERR1025651	S_Spanish-2	WestEurasia	XX	22	0.578947368421053
6_0	ERR1025651	S_Spanish-2	WestEurasia	XX	643	16.9210526315789
8_0	ERR1025651	S_Spanish-2	WestEurasia	XX	75	1.97368421052632
9_0	ERR1025651	S_Spanish-2	WestEurasia	XX	64	1.68421052631579
10_0	ERR1025651	S_Spanish-2	WestEurasia	XX	69	1.81578947368421
10_1	ERR1025651	S_Spanish-2	WestEurasia	XX	73	1.92105263157895
11_0	ERR1025651	S_Spanish-2	WestEurasia	XX	76	2
12_0	ERR1025651	S_Spanish-2	WestEurasia	XX	82	2.15789473684211
13_0	ERR1025651	S_Spanish-2	WestEurasia	XX	74	1.94736842105263
14_0	ERR1025651	S_Spanish-2	WestEurasia	XX	78	2.05263157894737
14_1	ERR1025651	S_Spanish-2	WestEurasia	XX	69	1.81578947368421
16_0	ERR1025651	S_Spanish-2	WestEurasia	XX	70	1.84210526315789
17_0	ERR1025651	S_Spanish-2	WestEurasia	XX	35	0.921052631578947
17_1	ERR1025651	S_Spanish-2	WestEurasia	XX	78	2.05263157894737
18_0	ERR1025651	S_Spanish-2	WestEurasia	XX	70	1.84210526315789
18_1	ERR1025651	S_Spanish-2	WestEurasia	XX	36	0.947368421052632
21_0	ERR1025651	S_Spanish-2	WestEurasia	XX	1608.5	42.3289473684211
23_0	ERR1025651	S_Spanish-2	WestEurasia	XX	79	2.07894736842105
24_0	ERR1025651	S_Spanish-2	WestEurasia	XX	262	6.89473684210526
25_0	ERR1025651	S_Spanish-2	WestEurasia	XX	43	1.13157894736842
26_0	ERR1025651	S_Spanish-2	WestEurasia	XX	261	6.86842105263158
27_0	ERR1025651	S_Spanish-2	WestEurasia	XX	195	5.13157894736842
29_0	ERR1025651	S_Spanish-2	WestEurasia	XX	54	1.42105263157895
29_1	ERR1025651	S_Spanish-2	WestEurasia	XX	66	1.73684210526316
29_2	ERR1025651	S_Spanish-2	WestEurasia	XX	63	1.65789473684211
30_0	ERR1025651	S_Spanish-2	WestEurasia	XX	63	1.65789473684211
30_1	ERR1025651	S_Spanish-2	WestEurasia	XX	77	2.02631578947368
31_0	ERR1025651	S_Spanish-2	WestEurasia	XX	63	1.65789473684211
31_1	ERR1025651	S_Spanish-2	WestEurasia	XX	73	1.92105263157895
32_0	ERR1025651	S_Spanish-2	WestEurasia	XX	72	1.89473684210526
32_1	ERR1025651	S_Spanish-2	WestEurasia	XX	66	1.73684210526316
33_0	ERR1025651	S_Spanish-2	WestEurasia	XX	83	2.18421052631579
34_0	ERR1025651	S_Spanish-2	WestEurasia	XX	76	2
DMD	ERR1025651	S_Spanish-2	WestEurasia	XX	40	1.05263157894737
4_0	ERR1025652	S_Tujia-2	EastAsia	XX	29	0.935483870967742
5_0	ERR1025652	S_Tujia-2	EastAsia	XX	21	0.67741935483871
6_0	ERR1025652	S_Tujia-2	EastAsia	XX	541	17.4516129032258
8_0	ERR1025652	S_Tujia-2	EastAsia	XX	58	1.87096774193548
9_0	ERR1025652	S_Tujia-2	EastAsia	XX	44	1.41935483870968
10_0	ERR1025652	S_Tujia-2	EastAsia	XX	52	1.67741935483871
10_1	ERR1025652	S_Tujia-2	EastAsia	XX	57	1.83870967741935
11_0	ERR1025652	S_Tujia-2	EastAsia	XX	59	1.90322580645161
12_0	ERR1025652	S_Tujia-2	EastAsia	XX	65	2.09677419354839
13_0	ERR1025652	S_Tujia-2	EastAsia	XX	58	1.87096774193548
14_0	ERR1025652	S_Tujia-2	EastAsia	XX	61	1.96774193548387
14_1	ERR1025652	S_Tujia-2	EastAsia	XX	51	1.64516129032258
16_0	ERR1025652	S_Tujia-2	EastAsia	XX	49	1.58064516129032
17_0	ERR1025652	S_Tujia-2	EastAsia	XX	25	0.806451612903226
17_1	ERR1025652	S_Tujia-2	EastAsia	XX	62	2
18_0	ERR1025652	S_Tujia-2	EastAsia	XX	56	1.80645161290323
18_1	ERR1025652	S_Tujia-2	EastAsia	XX	31	1
21_0	ERR1025652	S_Tujia-2	EastAsia	XX	1018	32.8387096774194
23_0	ERR1025652	S_Tujia-2	EastAsia	XX	62	2
24_0	ERR1025652	S_Tujia-2	EastAsia	XX	211	6.80645161290323
25_0	ERR1025652	S_Tujia-2	EastAsia	XX	36	1.16129032258065
26_0	ERR1025652	S_Tujia-2	EastAsia	XX	249	8.03225806451613
27_0	ERR1025652	S_Tujia-2	EastAsia	XX	130	4.19354838709677
29_0	ERR1025652	S_Tujia-2	EastAsia	XX	43	1.38709677419355
29_1	ERR1025652	S_Tujia-2	EastAsia	XX	47	1.51612903225806
29_2	ERR1025652	S_Tujia-2	EastAsia	XX	49	1.58064516129032
30_0	ERR1025652	S_Tujia-2	EastAsia	XX	47	1.51612903225806
30_1	ERR1025652	S_Tujia-2	EastAsia	XX	59	1.90322580645161
31_0	ERR1025652	S_Tujia-2	EastAsia	XX	43	1.38709677419355
31_1	ERR1025652	S_Tujia-2	EastAsia	XX	56	1.80645161290323
32_0	ERR1025652	S_Tujia-2	EastAsia	XX	63	2.03225806451613
32_1	ERR1025652	S_Tujia-2	EastAsia	XX	45	1.45161290322581
33_0	ERR1025652	S_Tujia-2	EastAsia	XX	65	2.09677419354839
34_0	ERR1025652	S_Tujia-2	EastAsia	XX	58	1.87096774193548
DMD	ERR1025652	S_Tujia-2	EastAsia	XX	33	1.06451612903226
4_0	ERR1019065	S_Pathan-2	SouthAsia	XX	33	0.868421052631579
5_0	ERR1019065	S_Pathan-2	SouthAsia	XX	24	0.631578947368421
6_0	ERR1019065	S_Pathan-2	SouthAsia	XX	602	15.8421052631579
8_0	ERR1019065	S_Pathan-2	SouthAsia	XX	69	1.81578947368421
9_0	ERR1019065	S_Pathan-2	SouthAsia	XX	55	1.44736842105263
10_0	ERR1019065	S_Pathan-2	SouthAsia	XX	63	1.65789473684211
10_1	ERR1019065	S_Pathan-2	SouthAsia	XX	69	1.81578947368421
11_0	ERR1019065	S_Pathan-2	SouthAsia	XX	76	2
12_0	ERR1019065	S_Pathan-2	SouthAsia	XX	85	2.23684210526316
13_0	ERR1019065	S_Pathan-2	SouthAsia	XX	81	2.13157894736842
14_0	ERR1019065	S_Pathan-2	SouthAsia	XX	80	2.10526315789474
14_1	ERR1019065	S_Pathan-2	SouthAsia	XX	69	1.81578947368421
16_0	ERR1019065	S_Pathan-2	SouthAsia	XX	72	1.89473684210526
17_0	ERR1019065	S_Pathan-2	SouthAsia	XX	31	0.815789473684211
17_1	ERR1019065	S_Pathan-2	SouthAsia	XX	82	2.15789473684211
18_0	ERR1019065	S_Pathan-2	SouthAsia	XX	77	2.02631578947368
18_1	ERR1019065	S_Pathan-2	SouthAsia	XX	39	1.02631578947368
21_0	ERR1019065	S_Pathan-2	SouthAsia	XX	2073.5	54.5657894736842
23_0	ERR1019065	S_Pathan-2	SouthAsia	XX	84	2.21052631578947
24_0	ERR1019065	S_Pathan-2	SouthAsia	XX	306	8.05263157894737
25_0	ERR1019065	S_Pathan-2	SouthAsia	XX	46	1.21052631578947
26_0	ERR1019065	S_Pathan-2	SouthAsia	XX	344	9.05263157894737
27_0	ERR1019065	S_Pathan-2	SouthAsia	XX	145	3.81578947368421
29_0	ERR1019065	S_Pathan-2	SouthAsia	XX	60	1.57894736842105
29_1	ERR1019065	S_Pathan-2	SouthAsia	XX	71	1.86842105263158
29_2	ERR1019065	S_Pathan-2	SouthAsia	XX	72	1.89473684210526
30_0	ERR1019065	S_Pathan-2	SouthAsia	XX	64	1.68421052631579
30_1	ERR1019065	S_Pathan-2	SouthAsia	XX	82	2.15789473684211
31_0	ERR1019065	S_Pathan-2	SouthAsia	XX	63	1.65789473684211
31_1	ERR1019065	S_Pathan-2	SouthAsia	XX	78	2.05263157894737
32_0	ERR1019065	S_Pathan-2	SouthAsia	XX	85	2.23684210526316
32_1	ERR1019065	S_Pathan-2	SouthAsia	XX	66	1.73684210526316
33_0	ERR1019065	S_Pathan-2	SouthAsia	XX	86	2.26315789473684
34_0	ERR1019065	S_Pathan-2	SouthAsia	XX	82	2.15789473684211
DMD	ERR1019065	S_Pathan-2	SouthAsia	XX	37	0.973684210526316
4_0	ERR1025659	S_Finnish-1	WestEurasia	XX	29	0.90625
5_0	ERR1025659	S_Finnish-1	WestEurasia	XX	18	0.5625
6_0	ERR1025659	S_Finnish-1	WestEurasia	XX	567	17.71875
8_0	ERR1025659	S_Finnish-1	WestEurasia	XX	62	1.9375
9_0	ERR1025659	S_Finnish-1	WestEurasia	XX	51	1.59375
10_0	ERR1025659	S_Finnish-1	WestEurasia	XX	57	1.78125
10_1	ERR1025659	S_Finnish-1	WestEurasia	XX	63	1.96875
11_0	ERR1025659	S_Finnish-1	WestEurasia	XX	64	2
12_0	ERR1025659	S_Finnish-1	WestEurasia	XX	68	2.125
13_0	ERR1025659	S_Finnish-1	WestEurasia	XX	64	2
14_0	ERR1025659	S_Finnish-1	WestEurasia	XX	65	2.03125
14_1	ERR1025659	S_Finnish-1	WestEurasia	XX	53	1.65625
16_0	ERR1025659	S_Finnish-1	WestEurasia	XX	56	1.75
17_0	ERR1025659	S_Finnish-1	WestEurasia	XX	25	0.78125
17_1	ERR1025659	S_Finnish-1	WestEurasia	XX	67	2.09375
18_0	ERR1025659	S_Finnish-1	WestEurasia	XX	63	1.96875
18_1	ERR1025659	S_Finnish-1	WestEurasia	XX	32	1
21_0	ERR1025659	S_Finnish-1	WestEurasia	XX	1650	51.5625
23_0	ERR1025659	S_Finnish-1	WestEurasia	XX	67	2.09375
24_0	ERR1025659	S_Finnish-1	WestEurasia	XX	193	6.03125
25_0	ERR1025659	S_Finnish-1	WestEurasia	XX	38	1.1875
26_0	ERR1025659	S_Finnish-1	WestEurasia	XX	250	7.8125
27_0	ERR1025659	S_Finnish-1	WestEurasia	XX	174	5.4375
29_0	ERR1025659	S_Finnish-1	WestEurasia	XX	45	1.40625
29_1	ERR1025659	S_Finnish-1	WestEurasia	XX	54	1.6875
29_2	ERR1025659	S_Finnish-1	WestEurasia	XX	54	1.6875
30_0	ERR1025659	S_Finnish-1	WestEurasia	XX	50	1.5625
30_1	ERR1025659	S_Finnish-1	WestEurasia	XX	66	2.0625
31_0	ERR1025659	S_Finnish-1	WestEurasia	XX	51	1.59375
31_1	ERR1025659	S_Finnish-1	WestEurasia	XX	61	1.90625
32_0	ERR1025659	S_Finnish-1	WestEurasia	XX	173	5.40625
32_1	ERR1025659	S_Finnish-1	WestEurasia	XX	56	1.75
33_0	ERR1025659	S_Finnish-1	WestEurasia	XX	68	2.125
34_0	ERR1025659	S_Finnish-1	WestEurasia	XX	65	2.03125
DMD	ERR1025659	S_Finnish-1	WestEurasia	XX	35	1.09375
4_0	ERR1347661	S_English-2	WestEurasia	XX	37	0.925
5_0	ERR1347661	S_English-2	WestEurasia	XX	23	0.575
6_0	ERR1347661	S_English-2	WestEurasia	XX	616	15.4
8_0	ERR1347661	S_English-2	WestEurasia	XX	80	2
9_0	ERR1347661	S_English-2	WestEurasia	XX	65	1.625
10_0	ERR1347661	S_English-2	WestEurasia	XX	71	1.775
10_1	ERR1347661	S_English-2	WestEurasia	XX	78	1.95
11_0	ERR1347661	S_English-2	WestEurasia	XX	79	1.975
12_0	ERR1347661	S_English-2	WestEurasia	XX	86	2.15
13_0	ERR1347661	S_English-2	WestEurasia	XX	78	1.95
14_0	ERR1347661	S_English-2	WestEurasia	XX	82	2.05
14_1	ERR1347661	S_English-2	WestEurasia	XX	70	1.75
16_0	ERR1347661	S_English-2	WestEurasia	XX	69	1.725
17_0	ERR1347661	S_English-2	WestEurasia	XX	32	0.8
17_1	ERR1347661	S_English-2	WestEurasia	XX	84	2.1
18_0	ERR1347661	S_English-2	WestEurasia	XX	78	1.95
18_1	ERR1347661	S_English-2	WestEurasia	XX	39	0.975
21_0	ERR1347661	S_English-2	WestEurasia	XX	1542	38.55
23_0	ERR1347661	S_English-2	WestEurasia	XX	84	2.1
24_0	ERR1347661	S_English-2	WestEurasia	XX	164	4.1
25_0	ERR1347661	S_English-2	WestEurasia	XX	45	1.125
26_0	ERR1347661	S_English-2	WestEurasia	XX	249	6.225
27_0	ERR1347661	S_English-2	WestEurasia	XX	196	4.9
29_0	ERR1347661	S_English-2	WestEurasia	XX	59	1.475
29_1	ERR1347661	S_English-2	WestEurasia	XX	69	1.725
29_2	ERR1347661	S_English-2	WestEurasia	XX	72	1.8
30_0	ERR1347661	S_English-2	WestEurasia	XX	68	1.7
30_1	ERR1347661	S_English-2	WestEurasia	XX	85	2.125
31_0	ERR1347661	S_English-2	WestEurasia	XX	66	1.65
31_1	ERR1347661	S_English-2	WestEurasia	XX	78	1.95
32_0	ERR1347661	S_English-2	WestEurasia	XX	110	2.75
32_1	ERR1347661	S_English-2	WestEurasia	XX	69	1.725
33_0	ERR1347661	S_English-2	WestEurasia	XX	89	2.225
34_0	ERR1347661	S_English-2	WestEurasia	XX	82	2.05
DMD	ERR1347661	S_English-2	WestEurasia	XX	43	1.075
4_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	38	0.883720930232558
5_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	21	0.488372093023256
6_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	896.5	20.8488372093023
8_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	82	1.90697674418605
9_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	68	1.58139534883721
10_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	75	1.74418604651163
10_1	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	77	1.7906976744186
11_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	83	1.93023255813953
12_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	93	2.16279069767442
13_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	81	1.88372093023256
14_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	86	2
14_1	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	73	1.69767441860465
16_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	77	1.7906976744186
17_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	31	0.720930232558139
17_1	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	88	2.04651162790698
18_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	76	1.76744186046512
18_1	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	45	1.04651162790698
21_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	1506	35.0232558139535
23_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	86	2
24_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	244	5.67441860465116
25_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	48	1.11627906976744
26_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	207	4.81395348837209
27_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	209	4.86046511627907
29_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	61	1.41860465116279
29_1	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	71	1.65116279069767
29_2	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	74	1.72093023255814
30_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	64	1.48837209302326
30_1	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	89	2.06976744186047
31_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	68	1.58139534883721
31_1	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	81	1.88372093023256
32_0	ERR1347708	S_Tlingit-2	CentralAsiaSiberia	XX	112	2.6046511627907
